Group,AUC
0,0.5047619047619047
1,0.5380952380952381
2,0.780952380952381
3,0.6428571428571429
4,0.5142857142857142
5,0.5428571428571428
6,0.7142857142857143
7,0.5714285714285714
8,0.5047619047619047
9,0.5238095238095238
10,0.5333333333333333
11,0.5857142857142857
12,0.43333333333333335
13,0.580952380952381
14,0.3952380952380953
15,0.5476190476190477
16,0.5190476190476191
17,0.6428571428571429
18,0.43333333333333335
19,0.48095238095238096
20,0.5476190476190477
21,0.6000000000000001
22,0.5333333333333333
23,0.5523809523809524
24,0.6333333333333334
25,0.5380952380952381
26,0.49523809523809526
27,0.5571428571428572
28,0.6238095238095238
29,0.5142857142857143
30,0.4142857142857143
31,0.5190476190476191
32,0.5619047619047619
33,0.5238095238095238
34,0.6047619047619048
35,0.5476190476190477
36,0.5619047619047619
37,0.5380952380952382
38,0.5904761904761906
39,0.5047619047619047
40,0.39047619047619053
41,0.5523809523809524
42,0.5666666666666667
43,0.4904761904761905
44,0.6285714285714286
45,0.5333333333333333
46,0.7238095238095238
47,0.5
48,0.5619047619047619
49,0.5333333333333333
50,0.5285714285714286
51,0.6142857142857143
52,0.6190476190476191
53,0.5523809523809524
54,0.5619047619047619
55,0.4714285714285714
56,0.4666666666666667
57,0.6666666666666666
58,0.6142857142857143
59,0.6047619047619048
60,0.4571428571428572
61,0.48571428571428577
62,0.5380952380952382
63,0.5428571428571428
64,0.5952380952380952
65,0.4714285714285715
66,0.5523809523809524
67,0.6428571428571429
68,0.6047619047619048
69,0.4714285714285715
70,0.37142857142857144
71,0.5476190476190477
72,0.4571428571428572
73,0.5238095238095238
74,0.6238095238095238
75,0.5285714285714286
76,0.4142857142857143
77,0.5904761904761905
78,0.44285714285714284
79,0.4904761904761905
80,0.5095238095238096
81,0.4
82,0.5571428571428572
83,0.5380952380952381
84,0.5952380952380952
85,0.48571428571428565
86,0.43333333333333335
87,0.5095238095238095
88,0.5952380952380952
89,0.49047619047619045
90,0.6
91,0.4095238095238095
92,0.5095238095238095
93,0.4904761904761905
94,0.4380952380952381
95,0.5952380952380952
96,0.4904761904761905
97,0.47619047619047616
98,0.5761904761904761
99,0.6238095238095238
