Repeat,Sensitivity,Specificity,PPV,NPV,Accuracy,F1,AUC
0,0.39999999999996,0.666666666666635,0.36363636363633056,0.6999999999999651,0.5806451612903039,0.3809523809518458,0.5952380952380952
1,0.29999999999997,0.6190476190475896,0.27272727272724795,0.6499999999999676,0.5161290322580478,0.2857142857137597,0.5952380952380952
2,0.29999999999997,0.4285714285714082,0.19999999999998666,0.5624999999999649,0.38709677419353594,0.23999999999950078,0.40476190476190477
3,0.49999999999995,0.809523809523771,0.5555555555554939,0.7727272727272376,0.7096774193548159,0.5263157894731301,0.6904761904761906
4,0.29999999999997,0.5714285714285443,0.24999999999997916,0.6315789473683878,0.4838709677419199,0.27272727272675207,0.49523809523809526
5,0.19999999999998,0.809523809523771,0.33333333333327775,0.6799999999999728,0.6129032258064319,0.24999999999950004,0.5142857142857142
6,0.39999999999996,0.5238095238094989,0.2857142857142653,0.6470588235293737,0.4838709677419199,0.33333333333281945,0.5476190476190477
7,0.39999999999996,0.809523809523771,0.4999999999999375,0.7391304347825766,0.6774193548386879,0.4444444444439012,0.580952380952381
8,0.49999999999995,0.5238095238094989,0.3333333333333111,0.6874999999999571,0.5161290322580478,0.399999999999488,0.4666666666666667
9,0.39999999999996,0.7619047619047257,0.44444444444439507,0.7272727272726943,0.6451612903225599,0.42105263157840445,0.5761904761904761
10,0.29999999999997,0.5714285714285443,0.24999999999997916,0.6315789473683878,0.4838709677419199,0.27272727272675207,0.5095238095238096
11,0.29999999999997,0.666666666666635,0.29999999999997,0.666666666666635,0.5483870967741759,0.29999999999947,0.5857142857142857
12,0.19999999999998,0.7619047619047257,0.2857142857142449,0.666666666666639,0.5806451612903039,0.2352941176465467,0.4523809523809524
13,0.49999999999995,0.47619047619045357,0.3124999999999805,0.6666666666666222,0.4838709677419199,0.3846153846148817,0.5285714285714286
14,0.39999999999996,0.5238095238094989,0.2857142857142653,0.6470588235293737,0.4838709677419199,0.33333333333281945,0.5619047619047619
15,0.49999999999995,0.7619047619047257,0.49999999999995,0.7619047619047257,0.6774193548386879,0.49999999999945,0.5238095238095238
16,0.29999999999997,0.7142857142856803,0.3333333333332963,0.6818181818181509,0.5806451612903039,0.3157894736836787,0.5047619047619047
17,0.29999999999997,0.6190476190475896,0.27272727272724795,0.6499999999999676,0.5161290322580478,0.2857142857137597,0.6
18,0.29999999999997,0.666666666666635,0.29999999999997,0.666666666666635,0.5483870967741759,0.29999999999947,0.49047619047619045
19,0.29999999999997,0.7142857142856803,0.3333333333332963,0.6818181818181509,0.5806451612903039,0.3157894736836787,0.48571428571428577
20,0.29999999999997,0.809523809523771,0.4285714285713673,0.7083333333333038,0.6451612903225599,0.35294117647006223,0.5
21,0.39999999999996,0.7142857142856803,0.39999999999996,0.7142857142856803,0.6129032258064319,0.39999999999946,0.6047619047619048
