outer_fold,candidate_id,model_family,params_json,selector_k,status,inner_tuned_threshold,inner_tuned_f1,inner_tuned_mcc,inner_tuned_balanced_accuracy,inner_pr_auc,inner_roc_auc,inner_default_f1,inner_default_mcc,predicted_positive_count,warning_count,error_type,error_message,runtime
0,elastic_net__C=0.1__l1=0.5__cw=none,elastic_net,"{""C"": 0.1, ""l1_ratio"": 0.5, ""class_weight"": null}",,valid,0.398322246537,0.7160493827160493,0.5862478809814237,0.7836378737541528,0.7136592145905944,0.8034330011074198,0.6176470588235294,0.5245647489085125,38,0,,,0.8008286952972412
0,elastic_net__C=0.1__l1=0.5__cw=balanced,elastic_net,"{""C"": 0.1, ""l1_ratio"": 0.5, ""class_weight"": ""balanced""}",,valid,0.526179844524,0.691358024691358,0.549911384698046,0.7660575858250277,0.7245140119564473,0.8037098560354373,0.6741573033707865,0.4993788825790485,38,0,,,0.811028242111206
0,elastic_net__C=1.0__l1=0.5__cw=none,elastic_net,"{""C"": 1.0, ""l1_ratio"": 0.5, ""class_weight"": null}",,valid,0.220607874804,0.5882352941176471,0.33440600738932935,0.676218161683278,0.6130691711447821,0.7212070874861573,0.5316455696202531,0.325300154211702,59,0,,,1.9418492317199707
0,elastic_net__C=1.0__l1=0.5__cw=balanced,elastic_net,"{""C"": 1.0, ""l1_ratio"": 0.5, ""class_weight"": ""balanced""}",,valid,0.283905963345,0.5882352941176471,0.33440600738932935,0.676218161683278,0.6116738079124625,0.7209302325581396,0.5411764705882353,0.31050377782914396,59,0,,,1.9798660278320312
0,linear_svm__C=0.1__cw=none__k=50,linear_svm,"{""C"": 0.1, ""class_weight"": null, ""k"": 50}",50,valid,-0.748544035065,0.6434782608695652,0.4238498741778465,0.7218992248062015,0.6678651830342179,0.7655038759689923,0.5301204819277109,0.30292895631135497,72,0,,,0.4619772434234619
0,linear_svm__C=0.1__cw=none__k=all,linear_svm,"{""C"": 0.1, ""class_weight"": null, ""k"": ""all""}",all,valid,-0.703336496797,0.5777777777777777,0.29234343909195776,0.6380121816168327,0.5325467841229288,0.6985049833887043,0.5531914893617021,0.2963915317171229,92,0,,,0.4629356861114502
0,linear_svm__C=0.1__cw=balanced__k=50,linear_svm,"{""C"": 0.1, ""class_weight"": ""balanced"", ""k"": 50}",50,valid,-0.526560513536,0.6481481481481481,0.43247155747158167,0.728405315614618,0.6658607223084222,0.7599667774086379,0.5238095238095238,0.28889740475927217,65,0,,,0.46576404571533203
0,linear_svm__C=0.1__cw=balanced__k=all,linear_svm,"{""C"": 0.1, ""class_weight"": ""balanced"", ""k"": ""all""}",all,valid,-0.656889767727,0.5801526717557252,0.29595127039365715,0.6442414174972315,0.5333117116416549,0.7001661129568106,0.5531914893617021,0.2963915317171229,88,0,,,0.46509671211242676
0,linear_svm__C=1.0__cw=none__k=50,linear_svm,"{""C"": 1.0, ""class_weight"": null, ""k"": 50}",50,valid,-1.877871647741,0.6166666666666667,0.3722075947929463,0.6921373200442968,0.6355118648222191,0.7350498338870431,0.5057471264367817,0.2483517830018307,77,0,,,0.4616250991821289
0,linear_svm__C=1.0__cw=none__k=all,linear_svm,"{""C"": 1.0, ""class_weight"": null, ""k"": ""all""}",all,valid,-0.73328070854,0.5777777777777777,0.29234343909195776,0.6380121816168327,0.5298104100893295,0.697951273532669,0.5531914893617021,0.2963915317171229,92,0,,,0.46051955223083496
0,linear_svm__C=1.0__cw=balanced__k=50,linear_svm,"{""C"": 1.0, ""class_weight"": ""balanced"", ""k"": 50}",50,valid,-1.860392049185,0.6166666666666667,0.3722075947929463,0.6921373200442968,0.6380537756547747,0.7367109634551494,0.5517241379310345,0.31828676402451916,77,0,,,0.46044921875
0,linear_svm__C=1.0__cw=balanced__k=all,linear_svm,"{""C"": 1.0, ""class_weight"": ""balanced"", ""k"": ""all""}",all,valid,-0.731808943052,0.5777777777777777,0.29234343909195776,0.6380121816168327,0.5298104100893295,0.697951273532669,0.5531914893617021,0.2963915317171229,92,0,,,0.4649233818054199
