VOC_Index,VOC_Name,Selection_Freq,Soft_Mean,Soft_Std,Soft_SEM
112,370_o-Xylene                                                                                                                   ,0.46,0.48191285,0.17445883,0.017445883154869078
113,"378_2,2,3-Triethyloxirane                                                                                                      ",0.34,0.44358552,0.16921452,0.016921451687812804
114,"383_3,3-Dichloropropyne                                                                                                        ",0.34,0.42849064,0.19809806,0.019809806346893312
115,385_n-Heptyl acrylate                                                                                                          ,0.53,0.5324754,0.18805869,0.018805868923664093
116,"386_Cyclohexa-1,3-diene, 5,6-diethyl-                                                                                          ",0.5,0.5058251,0.16371185,0.01637118458747864
117,"387_2-Propenoic acid, butyl ester                                                                                              ",0.41,0.44995108,0.17462513,0.017462512850761412
118,389_3-Heptanol                                                                                                                 ,0.45,0.4614304,0.15713596,0.015713596343994142
119,"392_1-Butyl(dimethyl)silyloxy-2,2-dimethylpropane                                                                              ",0.58,0.5360056,0.1973922,0.019739219546318056
120,"395_Ethanol, 2-butoxy-                                                                                                         ",0.48,0.4961819,0.18264516,0.018264515697956084
121,396_Heptanal                                                                                                                   ,0.36,0.43920583,0.16331206,0.016331206262111663
122,"399_2-Hexanol, 5-methyl-                                                                                                       ",0.49,0.4938909,0.18856196,0.018856196105480193
123,"401_2-Propanol, 1-methoxy-2-methyl-                                                                                            ",0.43,0.47307515,0.16135305,0.016135305166244507
124,"411_Propanoic acid, butyl ester                                                                                                ",0.46,0.4796294,0.17251787,0.017251786589622498
125,"422_1-Pentanol, TBDMS derivative                                                                                               ",0.49,0.4682947,0.17388035,0.017388035356998444
126,"425_Benzene, (1-methylethyl)-                                                                                                  ",0.53,0.50079584,0.1718644,0.017186440527439117
127,"431_1-Hexyn-3-ol, 3-methyl-                                                                                                    ",0.48,0.49410996,0.15840739,0.015840739011764526
128,442_2-Cyclohexen-1-one                                                                                                         ,0.34,0.4516204,0.17666656,0.017666655778884887
129,"449_Cyclohexane, 1,3-dimethyl-                                                                                                 ",0.37,0.4441182,0.16380684,0.016380684077739717
130,"451_2-Heptanone, 4-methyl-                                                                                                     ",0.36,0.45037484,0.15934233,0.015934233367443085
131,462_(-)-trans-Pinane                                                                                                           ,0.6,0.51234555,0.18190809,0.018190808594226837
132,465_3-Ethyl-4-methylpentan-1-ol                                                                                                ,0.55,0.5328591,0.18130197,0.01813019663095474
133,"466_Hexanal, 3,3-dimethyl-                                                                                                     ",0.35,0.43838942,0.1917348,0.019173480570316315
134,"471_Hexanal, 2-ethyl-                                                                                                          ",0.5,0.49586824,0.18234186,0.018234185874462128
135,"473_Benzoic acid, 2-formyl-4,6-dimethoxy-, 8,8-dimethoxyoct-2-yl ester                                                         ",0.39,0.46155453,0.17918816,0.017918816208839415
136,"474_2-Heptenal, (Z)-                                                                                                           ",0.54,0.54167837,0.2068144,0.020681439340114592
137,479_3-Ethylcyclopentanone                                                                                                      ,0.34,0.4510667,0.17318061,0.017318060994148253
138,"480_Benzene, 1,1'-(1-methyl-1,2-ethanediyl)bis-                                                                                ",0.44,0.4819366,0.17800312,0.017800311744213104
139,"483_2H-Pyran-3,4,5-triol, tetrahydro-2-methoxy-6-methyl-                                                                       ",0.41,0.4633781,0.17973617,0.01797361671924591
140,"485_Nonane, 4-methyl-                                                                                                          ",0.44,0.46649194,0.17136309,0.017136308550834655
141,"488_Tridecane, 6-methyl-                                                                                                       ",0.49,0.4734557,0.17211719,0.01721171885728836
142,"492_Pentadecane, 6-methyl-                                                                                                     ",0.29,0.41001034,0.16118899,0.01611889898777008
143,"495_Ethanol, 2,2'-oxybis-                                                                                                      ",0.5,0.4992153,0.17595215,0.017595215141773222
144,496_(E)1-Allyl-2-methylcyclohexanol                                                                                            ,0.38,0.444514,0.18969275,0.018969275057315826
145,"497_4-Octanol, 2-methyl-                                                                                                       ",0.61,0.536599,0.1679387,0.0167938694357872
146,500_Dibutylsulfamic acid                                                                                                       ,0.46,0.48612195,0.16975893,0.016975893080234526
147,"501_5-Ethyl-2,4-nonandione                                                                                                     ",0.56,0.51193655,0.18266799,0.018266798555850984
148,"502_Oxalic acid, butyl 2-ethylhexyl ester                                                                                      ",0.48,0.4938553,0.17885628,0.01788562834262848
149,503_5-Nonanol                                                                                                                  ,0.48,0.497644,0.1793816,0.01793815940618515
150,"507_Formic acid, heptyl ester                                                                                                  ",0.54,0.5244229,0.18215826,0.018215826153755187
151,"509_Decane, 3,8-dimethyl-                                                                                                      ",0.41,0.48215148,0.16159576,0.016159576177597047
152,516_1-Decen-3-one                                                                                                              ,0.51,0.50966245,0.17239055,0.017239055037498473
153,523_Benzonitrile                                                                                                               ,0.41,0.4614354,0.18148278,0.018148277699947358
154,"524_3-Pentenoic acid, 4-methyl-                                                                                                ",0.45,0.48035967,0.19463634,0.019463634490966795
155,525_1-Octen-3-ol                                                                                                               ,0.35,0.4525912,0.15160716,0.015160715579986573
156,"527_Dodecane, 2,2,11,11-tetramethyl-                                                                                           ",0.46,0.49381116,0.19153665,0.019153665006160735
157,528_Phenol                                                                                                                     ,0.35,0.44032013,0.16326362,0.016326361894607545
158,"536_Propanoic acid, 2,2-dimethyl-, cesium salt                                                                                 ",0.48,0.49160537,0.17211328,0.01721132844686508
159,537_Hexanoic acid                                                                                                              ,0.46,0.4891476,0.16999327,0.016999326646327972
160,"538_Cyclotetrasiloxane, octamethyl-                                                                                            ",0.47,0.47660056,0.18946427,0.0189464271068573
161,544_2-Octanone                                                                                                                 ,0.47,0.5023547,0.17728707,0.017728707194328307
162,"546_Benzene, 1,2,3-trimethyl-                                                                                                  ",0.45,0.48414516,0.16663502,0.016663502156734466
163,548_4-Octanol                                                                                                                  ,0.37,0.45337063,0.1749451,0.017494510114192962
164,"551_2-Methyl-1,6-dioxaspiro[4.4]nonane                                                                                         ",0.41,0.46753255,0.17832403,0.017832402884960175
165,565_Propanenitrile                                                                                                             ,0.48,0.49787593,0.1700187,0.01700187027454376
166,567_Decane                                                                                                                     ,0.41,0.47395703,0.16997766,0.016997766494750977
167,569_Octanal                                                                                                                    ,0.56,0.51808506,0.19108148,0.01910814791917801
168,"571_Ethanol, 2-(2-ethoxyethoxy)-                                                                                               ",0.45,0.48497635,0.17410366,0.017410366237163542
169,"574_2-Octanol, (S)-                                                                                                            ",0.31,0.4309879,0.17050554,0.017050553858280183
170,"575_Cyclopentene, 1,4-dimethyl-5-(1-methylethyl)-                                                                              ",0.44,0.46531066,0.17665203,0.017665202915668487
171,"582_Butane, 1,1'-[oxybis(2,1-ethanediyloxy)]bis-                                                                               ",0.44,0.47988755,0.1573203,0.01573203057050705
172,"586_Benzene, 1,2,4-trimethyl-                                                                                                  ",0.43,0.47298485,0.16712968,0.016712968051433564
173,"588_Propanenitrile, 2,2'-azobis[2-methyl-                                                                                      ",0.49,0.5216493,0.18462123,0.01846212297677994
174,"590_2-Propanol, 1-(2-ethoxypropoxy)-                                                                                           ",0.43,0.46494278,0.14556524,0.01455652415752411
175,"591_Silane, triethylfluoro-                                                                                                    ",0.42,0.47495764,0.17744672,0.017744672298431397
176,592_Tetramethylbutanedinitrile                                                                                                 ,0.37,0.45626655,0.16234893,0.01623489260673523
177,"596_Octane, 3,3-dimethyl-                                                                                                      ",0.37,0.4457278,0.17113335,0.0171133354306221
178,605_D-Limonene                                                                                                                 ,0.53,0.50002515,0.17915832,0.01791583150625229
179,"607_Cyclohexene, 4-methyl-1-(1-methylethyl)-                                                                                   ",0.52,0.51945895,0.1756447,0.01756446957588196
180,608_2-Propyl-1-pentanol                                                                                                        ,0.46,0.47081047,0.18528931,0.018528930842876434
181,"614_Butanedioic acid, dimethyl ester                                                                                           ",0.51,0.5058522,0.17355087,0.017355087399482726
182,619_1-(1'-pyrrolidinyl)-2-butanone                                                                                             ,0.35,0.45183834,0.16272962,0.01627296209335327
183,"620_1,3,2-Dioxaborolane, 2,4-diethyl-                                                                                          ",0.36,0.44264725,0.17574269,0.01757426857948303
184,621_Benzyl alcohol                                                                                                             ,0.34,0.44311345,0.16643013,0.016643013060092925
185,"623_3-Benzofurancarboxaldehyde, 2,3-dihydro-3-methyl-                                                                          ",0.4,0.45429555,0.17976627,0.017976626753807068
186,"624_Cyclopropanecarboxylic acid,4-methylpentyl ester                                                                           ",0.39,0.45733848,0.18029892,0.018029892444610597
187,"626_3,5-Octadien-2-ol                                                                                                          ",0.6,0.5493201,0.18953755,0.018953755497932434
188,627_3-Ethyl-3-heptanol                                                                                                         ,0.4,0.44537964,0.16946475,0.016946475207805633
189,"629_Benzaldehyde, 2-hydroxy-                                                                                                   ",0.53,0.49683228,0.16526341,0.016526341438293457
190,"635_2,4,6-Cycloheptatrien-1-one, 4-methyl-                                                                                     ",0.43,0.47963086,0.19400136,0.019400136172771455
191,"636_2-Propenoic acid, 2-methyl-, 2-hydroxypropyl ester                                                                         ",0.44,0.47695184,0.16512716,0.016512715816497804
192,"637_4,4'-Bi-1,3,2-dioxaborolane, 2,2'-diethyl-                                                                                 ",0.35,0.46933928,0.15832448,0.01583244800567627
193,"640_1-Hexanol, 3,5,5-trimethyl-                                                                                                ",0.52,0.4920432,0.1718416,0.01718416064977646
194,"645_Nonane, 5-methyl-5-propyl-                                                                                                 ",0.4,0.4649604,0.19428986,0.01942898631095886
195,"648_Succinic acid, tridec-2-yn-1-yl 3-methylbut-3-en-1-yl ester                                                                ",0.5,0.52264917,0.18174124,0.018174123764038087
196,"649_2(3H)-Furanone, 5-ethyldihydro-                                                                                            ",0.46,0.4839031,0.18323562,0.018323561549186705
